RowIdx,Attribute1,Attribute2,Attribute3,Attribute4,OutputClass
811,20.57,22.1,0,446,0
812,22.27,25.89,438,1039,1
813,21.89,28.31,503,1189.67,1
814,20.65,22.27,0,446.25,0
815,20.29,26.2,64,419,0
816,20.6,22.2,0,446.75,0
817,22,21.32,469,866.5,1
818,20.5,23.5,0,586,0
819,22.1,27.2,0,576.5,0
820,19.89,35.4,0,503,0
821,19.79,36.15,14,508.5,0
822,20.89,24.09,0,583.5,0
823,20,35.7,13,515,0
824,20,24.79,0,441.67,0
825,21.23,27.16,489,1007.33,1
826,20.39,31.2,0,516,0
827,22.2,20.55,541.75,810.33,1
828,20.79,27.45,0,1472,0
829,20.39,24.39,0,815,0
830,19.39,26.79,0,467,0
831,20.5,32.79,0,676,0
832,20.95,23.5,0,450.67,0
833,21,26.7,0,565,0
834,21,33.5,0,1518.5,0
835,20.25,30.84,0,728,0
836,19.5,27.79,0,450,0
837,21.2,27.29,0,738.25,0
838,20.72,28.1,97.75,431.5,0
839,22.7,25.75,58,551,0
840,20.29,33,0,448,0
841,23.52,28,454,1055.5,1
842,20.1,32.26,0,567.67,0
843,22,27.79,438,626.5,1
844,21.68,28.52,450.25,867.5,1
845,21.79,31.1,433.5,614.75,1
846,21.25,23.55,460,844,1
847,22.79,17.6,343,450.5,0
848,21.7,33.09,37,1166.5,0
849,21.7,32.84,454,1150.25,1
850,21.5,28.29,0,576,0
851,19.89,36.2,24,515.67,0
852,23.47,25.57,785.75,697.75,1
853,20.89,32.09,24,684.5,0
854,21.86,25.95,556,588.25,1
855,21.89,30.67,64,680.67,0
856,22.7,26.67,535.67,1083.67,0
857,20.79,26.03,0,1505,0
858,21.6,34.12,0,1478,0
859,21.5,24.15,0,626.25,0
860,19.7,19.39,0,439,0
861,19.6,29.79,0,435.5,0
862,20.1,23.34,0,436.5,0
863,23.64,26.98,458,897.6,1
864,21.23,27.7,0,558,0
865,19.82,36.2,13,513,0
866,21,25.39,0,578,0
867,23.02,17.36,306.75,447.25,0
868,20.5,22.89,0,733,0
869,19.6,38.29,0,497.67,0
870,20.5,22.29,0,441.33,0
871,19.7,37.59,0,504.33,0
872,20.82,24.93,0,535.5,0
873,22.2,27.29,0,592,0
874,20.03,31.57,0,584.67,0
875,20.89,32.9,0,1688,0
876,19.82,35.4,0,521.33,0
877,20.39,30.39,0,733,0
878,21.52,34.48,454,1424.75,1
879,21.2,19.34,0,491.5,0
880,22.1,27.2,0,585.5,0
881,20.29,30.2,0,719.67,0
882,20.7,18.92,215,454.5,0
883,20.1,36.59,55,512.5,0
884,20,32,0,579,0
885,20.29,22.89,0,435.33,0
886,20,35.79,0,534.5,0
887,22.6,28.7,311.5,630.75,0
888,21.77,21.7,444,962,1
889,20.57,33.92,405,516,1
890,21.92,29.02,116,637.75,0
891,21.39,28.89,212.5,625.5,0
892,20.39,30.2,0,722.33,0
893,20.79,26.6,0,1247,0
894,20.89,24,0,575.5,0
895,22.76,17.6,344.33,450,0
896,20.5,35.4,37,509,0
897,21.1,21.2,444,787.67,1
898,21,24.5,0,444.5,0
899,19.63,19.5,38.33,451.33,0
900,20.39,22.45,0,435.5,0
901,20.89,24.14,0,578,0
902,19.95,18.7,0,438.5,0
903,19.75,19.2,0,438.67,0
904,19.5,26.89,0,455.33,0
905,22,37.56,0,1737,0
906,20.2,33.06,0,443.33,0
907,20.5,22.29,0,438.5,0
908,20.1,36.59,19,512.5,0
909,23.39,25.6,738,1042,1
910,22.1,26.52,466.75,1061.25,1
911,20.26,29.13,0,737.67,0
912,19.5,27.29,0,459,0
913,21.77,31.12,434,1003.75,1
914,21.7,31.02,50,657,0
915,20.2,18.93,0,444,0
916,20.39,33,0,506.5,0
917,19.79,36.2,0,502,0
918,20.6,21,0,452,0
919,20.72,20.25,14,436.75,0
920,20.39,24.29,0,826.5,0
921,22.39,29.79,106.5,655.5,0
922,19.5,27.6,0,452,0
923,20.89,30,0,1217.67,0
924,20.75,19.45,0,536,0
925,20.7,31.79,429,1127.67,1
926,19.39,26.39,0,456.33,0
927,20.7,20.6,0,462.5,0
928,20.39,33,0,529,0
929,19.29,26.7,0,473.5,0
930,19.39,27.2,14,422.67,0
931,19.45,31,0,436.5,0
932,19.79,36.17,26.5,509.8,0
933,19.89,19.1,0,433,0
934,19.39,31.2,0,436,0
935,22.39,26.42,444,1073.25,1
936,20.89,25.7,9,512,0
937,20.39,22.5,0,432.4,0
938,22.1,38.95,433,2001,1
939,22,26.1,454,1009,1
940,20.79,26.5,0,1259,0
941,22.1,17.97,342,461.25,0
942,20.2,30.29,0,714,0
943,23.95,22.6,224.75,783,0
944,20.55,19,188.5,458.25,0
945,20,25.84,0,434,0
946,19.79,35.9,0,504,0
947,19.7,19.29,0,450,0
948,21.53,32,444,619,1
949,21.92,29.2,244.5,634.75,0
950,19.89,26.5,28.67,422.67,0
951,20.6,24.2,0,456,0
952,20.5,25.29,0,798.5,0
953,19.5,39.47,0,507.33,0
954,20.1,24.2,0,439,0
955,22.2,34.29,444,1401.5,1
956,20.1,33.2,0,551.5,0
957,19.63,30.13,54.5,426.25,0
958,21.03,24.93,0,441,0
959,23.23,24.29,765.67,607.33,1
960,20.96,19.79,0,472.67,0
961,22.2,21.29,518.75,902.5,1
962,20.5,22.39,0,435.33,0
963,20.89,20,0,469,0
964,20.29,33.2,0,458,0
965,22.39,30,454,586,1
966,22.07,26.27,454,1023.25,1
967,24.2,22.7,248.5,725,0
968,19.43,26.03,0,467,0
969,20.7,30.5,0,760,0
970,21.23,23.82,0,585,0
971,21.2,27.34,0,736.25,0
972,20,31.79,0,586.5,0
973,20.25,30.45,0,730.5,0
974,20.79,26.39,0,1531,0
975,21,33.9,0,1530.5,0
976,23.18,25.52,561.83,880.33,1
977,20.89,27.7,0,1329,0
978,20.79,30.89,405,839.5,1
979,20.47,22.39,0,441.5,0
980,19.5,30.15,0,438.5,0
981,21.57,26.32,0,500.5,0
982,20.39,33,0,521.5,0
983,20.15,33.05,0,444.5,0
984,21.5,28.1,0,833.2,0
985,21.89,28,0,611,0
986,21.89,28.18,495.67,1146,1
987,22.13,17.82,70,438.75,0
988,19.5,27.79,0,448.33,0
989,20.7,27.2,0,1451.5,0
990,21.29,32.7,0,586,0
991,20.5,22.95,0,667,0
992,21.73,29.29,85.67,631.67,0
993,20.89,25.1,0,535,0
994,22,38.23,439,1888.67,1
995,21.43,28.5,444,993,1
996,20.7,31.8,438,1105.5,1
997,20.45,33.05,0,559,0
998,22.2,34.4,439,1509.75,1
999,23.1,28.1,543,555.25,1
1000,20.1,33,0,444,0
1001,20.29,35.7,13,506.75,0
1002,20.39,22.5,0,436.25,0
1003,20.1,32.29,0,568.33,0
1004,20.7,26.79,0,1274,0
1005,21.2,27.2,0,719,0
1006,21.84,28.82,148,644,0
1007,21.82,24.42,0,697.25,0
1008,19.55,38.95,0,503.5,0
1009,20.29,26.2,0,814.5,0
1010,20,35.7,14,520,0
1011,21.75,18.25,300.5,459,0
1012,21.77,28.79,469,911,1
1013,21.29,34.2,0,1471,0
1014,21.5,24.39,457.33,782.33,1
1015,22.7,26.7,528,1090,0
1016,22.1,26.64,469,1048.25,1
1017,20.7,29,0,492.5,0
1018,20.25,30,0,732.5,0
1019,21.7,18.39,58,441.75,0
1020,19.39,27.5,0,439.33,0
1021,20.29,22.7,0,436.5,0
1022,22.6,25.2,589,1152.5,1
1023,20.6,22.45,0,630,0
1024,20.39,25.2,0,793,0
1025,20.6,24,0,559,0
1026,21.79,30.89,59.5,661,0
1027,19.39,26.82,0,459.67,0
1028,22.29,17.7,100,443,0
1029,20.25,29.65,0,729.5,0
1030,20.6,22.5,0,615,0
1031,21.6,28.86,469,909,1
1032,19.29,27.5,0,427,0
1033,20.5,22.5,0,655,0
1034,21.5,28.29,469,883,1
1035,20.7,34.56,35.25,506.25,0
1036,21.5,34.45,464.5,1401,1
1037,23.89,25.2,795,666.8,1
1038,19.5,39.4,0,506,0
1039,20.39,21.29,0,448,0
1040,19.39,26.2,0,471,0
1041,22.2,26.79,444,1091.75,1
1042,21.53,28.1,454,961,1
1043,20.15,33,0,444.5,0
1044,20.29,36.34,106,512.5,0
1045,23.27,28.6,464,1126.8,1
1046,24,22.67,300,766.33,0
1047,19.79,35.5,0,515,0
1048,21.2,27.59,0,562.5,0
1049,21.45,19.5,494,665,1
1050,20.79,25,0,529.75,0
1051,20.89,29,0,1052.67,0
1052,21.2,25.37,470.2,778.4,1
1053,22.89,17.65,341,457,0
1054,21.79,30.29,0,945,0
1055,19.39,26.7,0,469.5,0
1056,22.5,28.7,353.5,626.5,0
1057,20.6,22.2,0,455.25,0
1058,20.75,26.7,0,1264.5,0
1059,21.05,27.39,0,563,0
1060,20.5,33.59,0,653.5,0
1061,21,24.45,0,445,0
1062,20.7,34.59,24,513.5,0
1063,21.55,31.29,43.75,670,0
1064,20.6,21.95,6,909,0
1065,20.1,33,0,453,0
1066,19.34,26.2,0,465.5,0
1067,19.43,27.46,0,449.67,0
1068,21.39,32.7,441,1109,1
1069,21.5,28.29,459,897.5,1
1070,23.29,26.87,541.4,983,1
1071,19.46,27.46,0,451,0
1072,23.39,28.2,451.6,1073.6,1
1073,20.2,33,0,446,0
1074,22.7,31.29,447,1387,1
1075,21.6,27.46,464,1035.33,1
1076,20.1,26.29,50,423,0
1077,19.39,26.39,0,470,0
1078,21.89,28.7,221.33,645.67,0
1079,20.39,32.5,0,679,0
1080,20,35.9,24,518,0
1081,20.39,25,0,809,0
1082,21.92,27.89,419,624.5,1
1083,22.1,27.15,0,578,0
1084,20.79,35.5,158,512.75,0
1085,20.5,26.25,59.5,424.5,0
1086,20.7,24.5,0,463.5,0
1087,20.6,28.1,0,488,0
1088,20.45,25.25,0,795,0
1089,20.6,19.34,0,523,0
1090,21.1,29.7,0,524.5,0
1091,21.39,19.7,50,689.67,0
1092,19.86,35.47,0,522.75,0
1093,20.79,30.89,0,1655,0
1094,19.84,35.55,0,503,0
1095,21.6,28.29,0,885.33,0
1096,21.7,33.79,469,1153,1
1097,21.77,33.95,444,1175,1
1098,20,35.79,0,531.5,0
1099,20.7,27.2,0,1443,0
1100,20.6,26,0,518,0
1101,19.5,27.7,0,448,0
1102,19.2,31.39,0,432,0
1103,21,24.45,0,581,0
1104,19.79,36.4,0,505,0
1105,20.86,22.77,0,475,0
1106,20.6,19,0,437.5,0
1107,21.7,20.02,489,759,1
1108,20.89,22.96,0,488,0
1109,20.2,18.6,0,431,0
1110,20.7,25,0,490.5,0
1111,21,25,0,441,0
1112,20.82,26.82,7,1471.75,0
1113,21,24.39,0,570,0
1114,21.7,29.5,288,623,0
1115,20.84,24.89,0,544.75,0
1116,21.68,29.77,438,927,1
1117,22.18,34.24,429,1456,1
1118,19.89,35.4,0,527,0
1119,20.29,22.79,0,440,0
1120,19.79,19.2,0,440,0
1121,21.89,31.79,437.33,1091,1
1122,20.6,24.25,0,556,0
1123,20.36,19.1,165.5,455.75,0
1124,20.5,26.7,0,868,0
1125,23.1,17,252,447.67,0
1126,21,24.5,0,574.5,0
1127,20.29,33.05,0,449.5,0
1128,20.39,31.2,0,510,0
1129,19.79,36,0,504,0
1130,20.39,32.2,0,676,0
1131,20.39,30.2,0,715.5,0
1132,21.39,27.08,461,967,1
1133,23.73,26.23,572.67,769.67,1
1134,21,23.6,405,559.25,1
1135,22.29,25.95,484,809.5,1
1136,21.7,28.57,0,582,0
1137,19.89,35.79,0,502,0
1138,21,24.5,0,578.5,0
1139,21.79,21.79,444,945.67,1
1140,19.89,35.4,0,540.67,0
1141,20.89,29,0,1030.5,0
1142,20.1,35.73,19,510,0
1143,22.18,20.9,528,857.5,1
1144,20.6,25.29,0,547.5,0
1145,22.6,28.2,513.5,1103,1
1146,19.6,37.65,0,503.5,0
1147,21.2,27.99,0,561.67,0
1148,20.25,32.9,0,455,0
1149,19.89,36.9,0,506.5,0
1150,20.39,27.79,0,853,0
1151,21.26,25.23,56.67,512,0
1152,20.39,30.39,0,747,0
1153,20.34,32.95,0,481,0
1154,20.07,31.13,14,604,0
1155,20.39,32.29,0,679,0
1156,20.5,19.89,0,438.5,0
1157,22.2,30.1,441,608.33,1
1158,20.39,30.29,0,733,0
1159,21.1,31.57,433,937.67,1
1160,20.7,22.7,0,452,0
1161,21.6,28,0,579.5,0
1162,20.6,26.6,0,510.5,0
1163,20.7,24.65,405,554.67,1
1164,22.32,26.55,461.5,548,1
1165,22.7,26.68,434,971.33,1
1166,20.97,30.89,419,861.75,1
1167,21.89,30.1,429,754,1
1168,22.13,34.42,459,1339.5,1
1169,20.89,25.6,0,576.5,0
1170,20.1,32.29,0,569,0
1171,20.29,32.9,0,456.5,0
1172,19.39,27.2,0,423.5,0
1173,19.5,27.79,0,452,0
1174,20.45,23.82,403,520,1
1175,19.89,35.2,0,502.5,0
1176,21.2,25.1,0,436,0
1177,20.55,34.34,0,822,0
1178,20.25,18.7,0,438.5,0
1179,20.1,33.09,0,441,0
1180,19.34,26.15,0,469,0
1181,23.39,28.2,454.75,1081,1
1182,19.89,35.4,0,507,0
1183,21.36,21.32,461.5,847.25,1
1184,19.27,30.98,24,436.5,0
1185,22.2,30.07,57,655.5,0
1186,20.29,32.95,0,483.5,0
1187,20.5,21.26,0,441.33,0
1188,19.89,26.5,30.75,422.5,0
1189,20.89,20.2,0,457,0
1190,21.34,21,452,811.5,1
1191,21.29,31.7,31,666.33,0
1192,20.32,33,0,483.5,0
1193,20.89,23.79,0,444.5,0
1194,22.7,30.77,426,1292.5,1
1195,22.7,31.18,433,1368.8,1
1196,19.89,18.79,0,439,0
1197,21.1,24.89,0,441,0
1198,20.39,31.2,0,517,0
1199,20.89,24.89,0,439,0
1200,20.29,35.7,31,505,0
1201,19.75,19.34,0,445.5,0
1202,20.79,30.2,0,488,0
1203,20.6,27.76,0,494,0
1204,19.5,27.2,0,464.5,0
1205,19.39,27.2,0,462,0
1206,20.29,33,0,489,0
1207,20.89,23.6,0,446,0
1208,20.7,27.6,209,425,0
1209,20.13,35.79,39.33,511.33,0
1210,20.5,32.65,0,680.5,0
1211,22.2,27,454,1129.75,1
1212,20.5,24.1,0,473.5,0
1213,22.5,24.92,1021.25,577.5,1
1214,20,30.29,0,714.5,0
1215,20.2,30.29,0,730,0
1216,20.1,18.75,419,451,0
1217,20.67,26.79,0,1220.33,0
1218,20,35.09,0,535,0
1219,20.79,34.5,84.5,497.5,0
1220,23.07,17,265,449.33,0
1221,20.1,32.29,0,567.5,0
1222,21.39,31.43,429,993,1
1223,20.03,33.63,0,506.67,0
1224,20.29,18.75,0,434,0
1225,21.32,31.6,22,662.33,0
1226,23.5,26.79,585.5,561.5,1
1227,20.1,21.07,0,444.67,0
1228,20.6,25.39,0,552.33,0
1229,19.43,30.5,54,428,0
1230,22.14,26,603.4,937.8,1
1231,19.89,18.89,0,436.5,0
1232,23.77,24.27,123,610,0
1233,22.2,27.77,543,1164.4,1
1234,20.39,24.95,0,807,0
1235,19.89,26.5,33.5,422.5,0
1236,20.29,30.29,0,714.5,0
1237,21.7,27,0,525,0
1238,21.39,24.29,444,753.75,1
1239,20.1,26.26,53.67,426.5,0
1240,20.55,25.39,0,550,0
1241,21.89,37.45,0,1706.75,0
1242,19.89,34.4,0,534,0
1243,22.2,34.47,439,1391,1
1244,19.7,36.5,0,501.5,0
1245,22.39,25.68,630.4,944.4,1
1246,21.39,27.95,0,563,0
1247,20.5,32.7,0,679.67,0
1248,21.1,31.39,433,946.75,1
1249,20,18.84,0,439.5,0
1250,20.5,21.2,0,449,0
1251,20.5,22.29,0,439.75,0
1252,20.7,22.79,0,460,0
1253,20.6,25.76,0,532.67,0
1254,21,34.15,0,1526,0
1255,19.5,30.07,0,437,0
1256,19.29,31.6,0,433.5,0
1257,22,37.67,440.25,1814.75,1
1258,19.29,27.6,0,437,0
1259,20.29,18.6,0,429,0
1260,19.39,26.7,0,471.5,0
1261,20.89,33.2,0,1545,0
1262,20.68,35.24,48.5,498.25,0
1263,20.1,33.09,0,444,0
1264,21.6,27.2,554,1021.5,1
1265,20.5,31.25,440,967.75,1
1266,20.39,22.5,0,431.75,0
1267,21,32,26,681.25,0
1268,20.89,20.1,0,464.5,0
1269,21.96,30.26,419,989.67,1
1270,21.39,23.97,0,610.75,0
1271,20.32,31.7,0,701,0
1272,20.1,31.07,11.33,607.67,0
1273,21,24.39,0,444,0
1274,19.6,36.55,0,497.5,0
1275,21.2,34.29,0,1475,0
1276,21.42,32.67,433,1097,1
1277,20.52,24.2,0,464,0
1278,19.79,19.29,0,440.5,0
1279,24,22.7,287.25,761.25,0
1280,22.7,31.1,433,1354.67,1
1281,20.86,19.76,433,628.33,1
1282,20.89,24.92,0,558.25,0
1283,23.96,25.2,782.33,666.33,1
1284,22,30.5,79.75,692,0
1285,23.27,24.47,778.5,615.25,1
1286,21.89,28,0,607,0
1287,22.1,26.45,460,1039.25,1
1288,20.1,32.7,0,551.5,0
1289,21.93,30.29,426.67,791.33,1
1290,20.89,30.89,405,843,1
1291,20.45,33,0,546,0
1292,20.1,30.29,0,713,0
1293,19.39,27.45,0,445,0
1294,23.5,26.87,587.5,573.5,1
1295,19.67,36.56,0,499,0
1296,20.7,24.79,0,483.5,0
1297,21.6,31.79,444,630.67,1
1298,23.95,25.1,802,660,1
1299,21.39,32.4,437.67,1074,1
1300,21,24.85,0,575.5,0
1301,20.79,26.39,0,1568,0
1302,22.5,27.7,460,1084,1
1303,19.39,31.1,0,435,0
1304,20.6,24.65,0,554,0
1305,21,24.89,0,438.33,0
1306,22.18,27.81,555,1168,1
1307,20.7,30.25,0,773.5,0
1308,20.79,27.1,14,1426.75,0
1309,20.84,28.75,0,1185.5,0
1310,20.79,26.1,0,1539.5,0
1311,19.29,26.1,0,463.5,0
1312,20.7,24.6,0,479.33,0
1313,23.67,26.07,746.33,1109,1
1314,21.2,25.6,0,469,0
1315,21,25,0,532,0
1316,20.29,31.2,0,721,0
1317,21.6,28.1,464,910,1
1318,22,30.05,433,977.5,1
1319,21.2,25.6,0,467.5,0
1320,20.2,18.6,0,438,0
1321,20.29,19.29,0,459,0
1322,20.6,31.45,438,1050.5,1
1323,21.89,30.2,419,980,1
1324,19.96,18.7,0,440,0
1325,19.43,27.57,0,441.67,0
1326,20.29,26.22,76.75,421.5,0
1327,20.67,35.69,235.67,516,0
1328,21,31.92,26.5,670,0
1329,22.89,27.39,0,689,0
1330,21,27.07,419,991.75,1
1331,20.53,24.2,0,459.33,0
1332,21.29,36.4,0,1381,0
1333,22.1,24,433,866,1
1334,22.1,39.09,433,2026,1
1335,20.39,32.7,0,664,0
1336,20.5,30.39,0,738,0
1337,21.29,27.79,0,795,0
1338,20.53,35.33,120.67,508,0
1339,20.07,26.27,33.5,420.5,0
1340,19.84,35.34,0,524.5,0
1341,22.1,25.79,459,1015,1
1342,20.39,31.17,0,507.67,0
1343,20.7,23.7,0,558,0
1344,21,32.2,0,519.33,0
1345,20.6,22.39,0,627.5,0
1346,20.1,35.79,31,516,0
1347,23.1,25.5,690,997,1
1348,21.2,36.24,0,1355,0
1349,21,23.77,0,442.25,0
1350,24.2,23.89,187.5,694,0
1351,20.39,25.95,0,810.5,0
1352,22.1,39,433,2012.5,1
1353,20.39,24.29,14,827,0
1354,21.2,25.29,0,451,0
1355,21.7,31,68,653,0
1356,19.89,35.24,0,499.5,0
1357,21.75,21.82,444,949,1
1358,20.13,31.6,0,511.67,0
1359,20.29,30.29,0,716,0
1360,23.82,25.13,743.25,603,1
1361,20.29,32.95,0,468,0
1362,20.39,22,0,441.5,0
1363,24.07,22.47,289,790,0
1364,21,25.1,0,528,0
1365,20.2,30.6,0,715,0
1366,20.39,25.6,0,781,0
1367,21.22,32.62,419,577.5,1
1368,21.2,25.29,0,463.25,0
1369,22.02,34.52,454,1317.25,1
1370,20.2,19.1,0,445,0
1371,23.82,25.13,745,614.75,1
1372,20.89,23.22,0,510.25,0
1373,22.1,28.36,547,1211.5,1
1374,22.6,27.45,0,654.25,0
1375,21.86,29.2,454,900.5,1
1376,20.79,27.79,0,1321,0
1377,19.5,30.1,0,433.5,0
1378,20.7,25.53,0,546.33,0
1379,20.15,32.29,0,569.33,0
1380,20.5,30.1,124,610,0
1381,19.29,27.29,0,426.5,0
1382,21.89,30.1,441,755,1
1383,22.43,26.7,429,1088,1
1384,19.89,36,24,505.5,0
1385,23,16.79,206.25,438,0
1386,20.1,18.89,0,444,0
1387,20.1,21.07,0,442.33,0
1388,19.29,27.75,0,438,0
1389,20.7,32.4,14,670.5,0
1390,20.6,28.03,0,487,0
1391,20.95,25.39,444,697.33,1
1392,20,35.5,0,542,0
1393,20.55,19.39,0,436,0
1394,21.1,20.03,0,532.33,0
1395,23.29,25.79,569.33,892.33,1
1396,21.6,28.2,454,976.25,1
1397,20.29,22.76,0,434,0
1398,19.2,31.6,0,435,0
1399,20.89,25.6,0,524,0
1400,20.07,33.56,0,551.33,0
1401,21.79,31.13,440.25,613.75,1
1402,20.39,30.29,0,717,0
1403,24.29,25.7,808,1150.25,1
1404,20.39,33,0,545.5,0
1405,19.2,31.5,0,430.5,0
1406,21.7,20.89,433,777,1
1407,19.39,27.65,0,435,0
1408,21.57,34.29,484,1271,1
1409,22.55,17.25,139,444,0
1410,22.02,26.13,454,1010.5,1
1411,19.84,35.9,0,500,0
1412,20.39,18.7,0,429,0
1413,20.29,18.79,0,436,0
1414,20.46,30.32,0,738.67,0
1415,20.89,23.5,0,444.5,0
1416,20.79,22.6,438,732,1
1417,20.6,25.29,0,555,0
1418,20,18.7,0,439,0
1419,23.39,27.1,573,556,1
1420,24,24.17,177,663.67,0
1421,21.6,28.73,0,593.5,0
1422,19.5,27.6,0,446.5,0
1423,19.89,36.59,7,510,0
1424,21.1,30.2,0,821,0
1425,23.2,28.79,450.25,1139.25,1
1426,20.1,30.6,0,710.33,0
1427,22.2,21.77,508.75,930,1
1428,20.26,29.43,0,732.33,0
1429,21.39,25.7,0,485,0
1430,21.68,27.84,474,1054.8,1
1431,23.1,28.13,528.67,557.67,1
1432,24.1,22.43,288,791,0
1433,20.75,27.1,0,1456,0
1434,20.79,25,0,526,0
1435,21.5,19.47,507.5,655.5,1
1436,21.2,27.64,0,566,0
1437,19.29,26.89,0,459,0
1438,20.79,30.39,0,790,0
1439,20,32.09,0,579.33,0
1440,21.7,24.39,497,965.67,1
1441,19.6,37.49,0,503,0
1442,20.95,32.09,24,690,0
1443,19.7,19.39,0,441,0
1444,21.1,31.39,433,941,1
1445,19.5,26.6,0,469.5,0
1446,20.29,31.22,0,714,0
1447,20.39,22.46,0,434.33,0
1448,20.79,26.45,0,1366.5,0
1449,20,35.5,0,538,0
1450,19.5,27.6,0,447.5,0
1451,21.79,31,437.33,1000,1
1452,22.2,34.16,449,1398,1
1453,21.96,30.2,433,973.33,1
1454,20.5,34,0,750.5,0
1455,21.7,20.39,506,805.67,1
1456,20.82,26.82,11.5,1443.25,0
1457,22.79,17.07,164.67,444.33,0
1458,21.97,30.07,419,975.25,1
1459,20.1,32.4,0,564,0
1460,19.79,36.47,0,502.33,0
1461,23.29,24.57,796.5,610,1
1462,22.39,27.29,603.6,1064,0
1463,21.79,21.79,450.67,935,1
1464,20.7,22.79,0,455.5,0
1465,22.89,25.6,62,563,0
1466,20,35.7,6,518,0
1467,20.79,26.1,0,1401,0
1468,20.29,18.79,0,432,0
1469,21.5,28.03,0,832.67,0
1470,19.5,27.1,0,456,0
1471,19.27,31,17,428.75,0
1472,21.39,34.09,0,1465,0
1473,20.6,27.25,0,506.5,0
1474,21.65,33.2,454,1139,0
1475,19.34,27.2,0,462.5,0
1476,19.89,35.9,0,537,0
1477,21.34,25.7,0,479,0
1478,20.68,26.47,113,415.75,0
1479,21.75,27,0,531,0
1480,20.6,25.8,0,532,0
1481,20.89,23.1,0,449.5,0
1482,20.79,26.5,0,1244.67,0
1483,20.79,34.59,48.5,498.5,0
1484,20,34.09,0,541.5,0
1485,21.12,25.2,458,728.67,1
1486,20.77,24.96,419,592,1
1487,19.5,26.7,0,461,0
1488,21.29,31.29,433,966.5,1
1489,20.39,18.7,0,435.5,0
1490,20.5,30.5,0,741,0
1491,22.2,27.29,0,593.5,0
1492,22.79,27.5,0,685.67,0
1493,20.29,32.9,0,461.33,0
1494,20.79,34.47,148.33,511.67,0
1495,21.6,32.7,429,1177.33,1
1496,20.39,22.7,0,437.75,0
1497,21.7,33.09,44,1119.5,0
1498,22.25,24.85,0,766.5,0
1499,19.2,31.5,0,435,0
1500,21.63,31.15,47,649.5,0
1501,21.82,28.82,162.33,645.67,0
1502,19.22,31.13,9.6,432,0
1503,20.29,21.29,0,445,0
1504,20.5,34.59,0,874.5,0
1505,20.89,24.1,0,580.33,0
1506,23.86,24.96,758,593.67,1
1507,21.5,26.15,0,501.5,0
1508,20.52,22.22,0,450.5,0
1509,19.96,28.96,399.67,622,1
1510,19.89,35.4,0,521,0
1511,21.39,25.7,0,490.67,0
1512,22.02,34.5,454,1322.5,1
1513,22.29,27.29,0,605.5,0
1514,20.15,33,0,446,0
1515,20.34,27.1,0,867,0
1516,21.39,27.89,0,817.67,0
1517,20.68,33.98,419,527.75,1
1518,19.45,26.45,0,468.5,0
1519,20.34,22.45,0,442,0
1520,20.1,33.9,0,546,0
1521,20.25,18.55,0,432,0
1522,22.46,24.83,419,807.8,0
1523,21.89,27.89,419,601.33,1
1524,21,33.7,0,1510.33,0
1525,19.89,35.5,0,519,0
1526,20.95,33.79,0,1517,0
1527,21.7,33.79,457.75,1156.75,1
1528,20.7,27.76,89,423.67,0
1529,22.1,26.47,449.5,1031.5,1
1530,21.1,33.02,454,1349.25,1
1531,20.5,24.1,0,464,0
1532,20.68,30.92,405,834,1
1533,20.89,23.6,0,449.5,0
1534,21.1,23.39,0,522.67,0
1535,21.89,29.2,0,1032.33,0
1536,20,30.25,0,715,0
1537,22.71,31.2,441,1366.33,1
1538,19.6,38.29,0,505.67,0
1539,21.29,32.5,0,537,0
1540,20.89,30.89,405,846.5,1
1541,21.39,27.36,439,974.33,1
1542,20.6,30.39,0,776.5,0
1543,22.1,30.34,77.25,662.5,0
1544,21.57,27.86,446,856,1
1545,20.5,31.5,0,513,0
1546,23.2,25.79,627.6,919.8,0
1547,20.29,32.9,0,469,0
1548,22.1,17.95,348,459.25,0
1549,20.39,26.2,59,424,0
1550,21.75,29.7,429,930,1
1551,23.39,24.75,774,647.4,1
1552,21.7,21.36,447,868.5,1
1553,19.89,18.84,0,438,0
1554,21,24.65,0,583,0
1555,21.02,20.95,440.25,758.5,1
1556,20.7,20.39,0,461,0
1557,20,18.75,0,438,0
1558,21.79,20.25,496.5,804.5,1
1559,20.79,24.5,419,624.2,1
1560,21.79,28.7,345,639.33,0
1561,20,25,0,443,0
1562,19.39,31.1,0,438,0
1563,20.7,24.79,0,486.5,0
1564,20.6,26.89,0,501,0
1565,19.79,27.5,0,444,0
1566,19.45,26.75,0,464.5,0
1567,20.6,20.7,0,451.33,0
1568,19.7,19.39,0,437,0
1569,24.2,23.7,652,717.5,1
1570,20.15,33,0,447,0
1571,20.65,30.39,0,759,0
1572,20.6,25.79,0,543,0
1573,20.1,36.29,6,506,0
1574,19.89,26.84,0,429.5,0
1575,19.5,26.5,0,471,0
1576,23.29,24.26,759.67,600,1
1577,19.7,19.39,0,441.5,0
1578,22.6,17.17,139,439.33,0
1579,21.89,29.2,439,896.33,1
1580,21.7,19.17,509,646,1
1581,21.7,20.97,490.25,856.25,1
1582,20.36,21.29,0,442.33,0
1583,20.05,33.59,0,555,0
1584,19.6,38,0,502,0
1585,20.7,22.5,0,454.5,0
1586,22.79,30.89,444,1367.25,1
1587,21.1,25.1,0,441.5,0
1588,21.79,20.3,504,801,1
1589,21.29,33,478,1125,1
